t(ticks) ; nlug ; id_viat ; observ
 1859138 ;    2 ;    6479 ; saida
 1859168 ;    3 ;    6452 ; estacionamento
 1859341 ;    2 ;    6337 ; saida
 1859367 ;    1 ;    6488 ; saida
 1859383 ;    2 ;    6445 ; estacionamento
 1859447 ;    1 ;    6452 ; saida
 1859503 ;    2 ;    6451 ; estacionamento
 1859562 ;    1 ;    6445 ; saida
 1859584 ;    2 ;    6476 ; estacionamento
 1859795 ;    1 ;    6451 ; saida
 1860028 ;    0 ;    6476 ; saida
 1860086 ;    1 ;    6454 ; estacionamento
 1860234 ;    0 ;    6454 ; saida
 1860260 ;    1 ;    6460 ; estacionamento
 1860327 ;    2 ;    6484 ; estacionamento
 1860501 ;    3 ;    6493 ; estacionamento
 1860700 ;    2 ;    6460 ; saida
 1860765 ;    1 ;    6484 ; saida
 1860796 ;    2 ;    6513 ; estacionamento
 1860845 ;    1 ;    6493 ; saida
 1860865 ;    2 ;    6507 ; estacionamento
 1860944 ;    1 ;    6513 ; saida
 1860982 ;    2 ;    6431 ; estacionamento
 1861097 ;    1 ;    6431 ; saida
 1861138 ;    2 ;    6466 ; estacionamento
 1862295 ;    1 ;    6466 ; saida
 1865578 ;    2 ;    6553 ; estacionamento
 1865924 ;    1 ;    6553 ; saida
 1865985 ;    2 ;    6426 ; estacionamento
 1866344 ;    1 ;    6426 ; saida
 1866382 ;    2 ;    6547 ; estacionamento
 1866700 ;    1 ;    6547 ; saida
 1866738 ;    2 ;    6424 ; estacionamento
 1866929 ;    1 ;    6424 ; saida
 1867223 ;    2 ;    6467 ; estacionamento
 1867455 ;    1 ;    6467 ; saida
 1867660 ;    2 ;    6444 ; estacionamento
 1868009 ;    1 ;    6444 ; saida
 1868064 ;    2 ;    6338 ; estacionamento
 1868463 ;    1 ;    6338 ; saida
 1868508 ;    2 ;    6434 ; estacionamento
 1868947 ;    1 ;    6434 ; saida
 1868993 ;    2 ;    6448 ; estacionamento
 1869230 ;    1 ;    6448 ; saida
 1869448 ;    2 ;    6461 ; estacionamento
 1869811 ;    1 ;    6461 ; saida
 1873197 ;    2 ;    6598 ; estacionamento
 1873538 ;    1 ;    6598 ; saida
 1873637 ;    2 ;    6611 ; estacionamento
 1873733 ;    1 ;    6611 ; saida
 1873787 ;    2 ;    6614 ; estacionamento
 1874182 ;    1 ;    6614 ; saida
 1874333 ;    2 ;    6615 ; estacionamento
 1874664 ;    1 ;    6615 ; saida
 1874801 ;    2 ;    6617 ; estacionamento
 1875210 ;    1 ;    6617 ; saida
 1875271 ;    2 ;    6564 ; estacionamento
 1875328 ;    3 ;    6618 ; estacionamento
 1875408 ;    2 ;    6618 ; saida
 1875440 ;    3 ;    6624 ; estacionamento
 1875635 ;    2 ;    6564 ; saida
 1875674 ;    3 ;    6534 ; estacionamento
 1875713 ;    2 ;    6624 ; saida
 1875745 ;    3 ;    6626 ; estacionamento
 1875869 ;    2 ;    6534 ; saida
 1875903 ;    3 ;    6535 ; estacionamento
 1875982 ;    2 ;    6626 ; saida
 1876013 ;    3 ;    6627 ; estacionamento
 1876060 ;    2 ;    6535 ; saida
 1876091 ;    3 ;    6543 ; estacionamento
 1876410 ;    2 ;    6627 ; saida
 1876481 ;    1 ;    6543 ; saida
 1876498 ;    2 ;    6439 ; estacionamento
 1876915 ;    1 ;    6439 ; saida
 1876931 ;    2 ;    6518 ; estacionamento
 1877109 ;    3 ;    6459 ; estacionamento
 1877264 ;    2 ;    6459 ; saida
 1877280 ;    3 ;    6463 ; estacionamento
 1877501 ;    2 ;    6463 ; saida
 1877514 ;    3 ;    6465 ; estacionamento
 1877654 ;    2 ;    6465 ; saida
 1877667 ;    3 ;    6470 ; estacionamento
 1878087 ;    2 ;    6470 ; saida
 1878103 ;    3 ;    6480 ; estacionamento
 1878199 ;    4 ;    6520 ; estacionamento
 1878246 ;    3 ;    6480 ; saida
 1878271 ;    4 ;    6481 ; estacionamento
 1878586 ;    3 ;    6481 ; saida
 1878599 ;    2 ;    6520 ; saida
 1878612 ;    3 ;    6483 ; estacionamento
 1878641 ;    4 ;    6528 ; estacionamento
 1878721 ;    3 ;    6528 ; saida
 1878752 ;    4 ;    6529 ; estacionamento
 1878824 ;    3 ;    6529 ; saida
 1878854 ;    4 ;    6532 ; estacionamento
 1878931 ;    3 ;    6483 ; saida
 1878959 ;    4 ;    6486 ; estacionamento
 1879135 ;    3 ;    6532 ; saida
 1879155 ;    2 ;    6486 ; saida
 1879168 ;    3 ;    6420 ; estacionamento
 1879208 ;    4 ;    6443 ; estacionamento
 1879483 ;    3 ;    6420 ; saida
 1879516 ;    4 ;    6540 ; estacionamento
 1879569 ;    3 ;    6443 ; saida
 1879595 ;    4 ;    6386 ; estacionamento
 1880128 ;    3 ;    6386 ; saida
 1880148 ;    4 ;    6387 ; estacionamento
 1880286 ;    3 ;    6387 ; saida
 1880299 ;    4 ;    6490 ; estacionamento
 1880718 ;    3 ;    6490 ; saida
 1880732 ;    4 ;    6388 ; estacionamento
 1881031 ;    3 ;    6388 ; saida
 1881045 ;    4 ;    6492 ; estacionamento
 1881441 ;    3 ;    6492 ; saida
 1881467 ;    4 ;    6390 ; estacionamento
 1881652 ;    3 ;    6390 ; saida
 1881669 ;    4 ;    6382 ; estacionamento
 1881818 ;    3 ;    6382 ; saida
 1881834 ;    4 ;    6399 ; estacionamento
 1882096 ;    5 ;    6400 ; estacionamento
 1882295 ;    4 ;    6400 ; saida
 1882374 ;    3 ;    6399 ; saida
 1883087 ;    2 ;    6507 ; saida
 1883170 ;    3 ;    6393 ; estacionamento
 1883551 ;    2 ;    6393 ; saida
 1883617 ;    3 ;    6320 ; estacionamento
 1883717 ;    2 ;    6320 ; saida
 1883759 ;    3 ;    6414 ; estacionamento
 1884139 ;    2 ;    6414 ; saida
 1884160 ;    3 ;    6412 ; estacionamento
 1884281 ;    2 ;    6412 ; saida
 1884307 ;    3 ;    6417 ; estacionamento
 1884386 ;    2 ;    6417 ; saida
 1884416 ;    3 ;    6418 ; estacionamento
 1884458 ;    4 ;    6577 ; estacionamento
 1884620 ;    3 ;    6418 ; saida
 1884681 ;    4 ;    6395 ; estacionamento
 1884910 ;    3 ;    6577 ; saida
 1885000 ;    2 ;    6395 ; saida
 1885022 ;    3 ;    6530 ; estacionamento
 1885066 ;    4 ;    6544 ; estacionamento
 1885109 ;    3 ;    6530 ; saida
 1885171 ;    4 ;    6427 ; estacionamento
 1885229 ;    3 ;    6544 ; saida
 1885297 ;    4 ;    6545 ; estacionamento
 1885375 ;    3 ;    6427 ; saida
 1885476 ;    4 ;    6441 ; estacionamento
 1885513 ;    5 ;    6411 ; estacionamento
 1885657 ;    4 ;    6545 ; saida
 1885673 ;    3 ;    6411 ; saida
 1886130 ;    2 ;    6441 ; saida
 1886159 ;    3 ;    6523 ; estacionamento
 1886581 ;    2 ;    6523 ; saida
 1886609 ;    3 ;    6498 ; estacionamento
 1887029 ;    4 ;    6495 ; estacionamento
 1887147 ;    3 ;    6495 ; saida
 1887243 ;    4 ;    6550 ; estacionamento
 1887271 ;    5 ;    6436 ; estacionamento
 1887351 ;    4 ;    6550 ; saida
 1887402 ;    5 ;    6522 ; estacionamento
 1887716 ;    4 ;    6522 ; saida
 1887749 ;    5 ;    6509 ; estacionamento
 1887885 ;    4 ;    6509 ; saida
 1888042 ;    5 ;    6579 ; estacionamento
 1888408 ;    4 ;    6579 ; saida
 1888463 ;    5 ;    6516 ; estacionamento
 1888658 ;    4 ;    6436 ; saida
 1888715 ;    3 ;    6516 ; saida
 1888781 ;    4 ;    6524 ; estacionamento
 1888841 ;    5 ;    6600 ; estacionamento
 1888989 ;    6 ;    6568 ; estacionamento
 1889079 ;    5 ;    6600 ; saida
 1889121 ;    6 ;    6573 ; estacionamento
 1889175 ;    5 ;    6524 ; saida
 1889225 ;    6 ;    6582 ; estacionamento
 1889331 ;    5 ;    6568 ; saida
 1889379 ;    6 ;    6629 ; estacionamento
 1889472 ;    5 ;    6573 ; saida
 1889507 ;    6 ;    6602 ; estacionamento
 1889606 ;    5 ;    6629 ; saida
 1889657 ;    6 ;    6637 ; estacionamento
 1889730 ;    5 ;    6602 ; saida
 1889757 ;    4 ;    6637 ; saida
 1889789 ;    5 ;    6554 ; estacionamento
 1889840 ;    6 ;    6570 ; estacionamento
 1889948 ;    5 ;    6554 ; saida
 1889989 ;    6 ;    6472 ; estacionamento
 1890142 ;    5 ;    6570 ; saida
 1890188 ;    6 ;    6631 ; estacionamento
 1890338 ;    5 ;    6472 ; saida
 1890599 ;    4 ;    6631 ; saida
 1890613 ;    5 ;    6531 ; estacionamento
 1890796 ;    4 ;    6531 ; saida
 1890810 ;    5 ;    6537 ; estacionamento
 1890921 ;    4 ;    6537 ; saida
 1890968 ;    5 ;    6512 ; estacionamento
 1891001 ;    6 ;    6489 ; estacionamento
 1891069 ;    7 ;    6429 ; estacionamento
 1891154 ;    6 ;    6489 ; saida
 1891184 ;    7 ;    6433 ; estacionamento
 1891234 ;    6 ;    6429 ; saida
 1891265 ;    7 ;    6457 ; estacionamento
 1891509 ;    6 ;    6457 ; saida
 1891552 ;    5 ;    6512 ; saida
 1891554 ;    6 ;    6542 ; estacionamento
 1891865 ;    5 ;    6542 ; saida
 1891893 ;    6 ;    6607 ; estacionamento
 1891983 ;    7 ;    6635 ; estacionamento
 1892032 ;    8 ;    6710 ; estacionamento
 1892326 ;    7 ;    6607 ; saida
 1892366 ;    8 ;    6519 ; estacionamento
 1892410 ;    7 ;    6635 ; saida
 1892433 ;    8 ;    6584 ; estacionamento
 1892630 ;    7 ;    6584 ; saida
 1892655 ;    8 ;    6538 ; estacionamento
 1892735 ;    7 ;    6538 ; saida
 1892748 ;    8 ;    6578 ; estacionamento
 1892788 ;    9 ;    6668 ; estacionamento
 1892989 ;    8 ;    6578 ; saida
 1893014 ;    9 ;    6505 ; estacionamento
 1893147 ;    8 ;    6668 ; saida
 1893178 ;    9 ;    6678 ; estacionamento
 1893330 ;    8 ;    6678 ; saida
 1893343 ;    9 ;    6430 ; estacionamento
 1893378 ;   10 ;    6707 ; estacionamento
 1893576 ;    9 ;    6707 ; saida
 1893602 ;   10 ;    6671 ; estacionamento
 1893664 ;    9 ;    6430 ; saida
 1893689 ;   10 ;    6455 ; estacionamento
 1893963 ;    9 ;    6671 ; saida
 1893991 ;   10 ;    6691 ; estacionamento
 1894086 ;    9 ;    6455 ; saida
 1894109 ;   10 ;    6437 ; estacionamento
 1894178 ;    9 ;    6437 ; saida
 1894189 ;   10 ;    6471 ; estacionamento
 1894500 ;    9 ;    6471 ; saida
 1894481 ;   10 ;    6477 ; estacionamento
 1894522 ;   10 ;    6494 ; cheio
 1894578 ;   10 ;    6499 ; cheio
 1894620 ;   10 ;    6514 ; cheio
 1894659 ;   10 ;    6525 ; cheio
 1894683 ;    9 ;    6477 ; saida
 1894698 ;   10 ;    6557 ; estacionamento
 1894730 ;   10 ;    6612 ; cheio
 1894771 ;   10 ;    6508 ; cheio
 1894897 ;    9 ;    6557 ; saida
 1894875 ;   10 ;    6580 ; estacionamento
 1895137 ;    9 ;    6580 ; saida
 1895152 ;   10 ;    6549 ; estacionamento
 1895454 ;    9 ;    6549 ; saida
 1895468 ;   10 ;    6449 ; estacionamento
 1895850 ;    9 ;    6449 ; saida
 1895864 ;    8 ;    6518 ; saida
 1895884 ;    9 ;    6517 ; estacionamento
 1895931 ;   10 ;    6613 ; estacionamento
 1896093 ;    9 ;    6613 ; saida
 1896141 ;   10 ;    6621 ; estacionamento
 1896313 ;    9 ;    6517 ; saida
 1896340 ;   10 ;    6478 ; estacionamento
 1896418 ;    9 ;    6621 ; saida
 1896456 ;   10 ;    6565 ; estacionamento
 1896575 ;    9 ;    6565 ; saida
 1896608 ;   10 ;    6560 ; estacionamento
 1896631 ;   10 ;    6419 ; cheio
 1896855 ;    9 ;    6560 ; saida
 1896871 ;   10 ;    6642 ; estacionamento
 1897132 ;    9 ;    6642 ; saida
 1897151 ;   10 ;    6581 ; estacionamento
 1897410 ;    9 ;    6581 ; saida
 1897428 ;   10 ;    6589 ; estacionamento
 1897727 ;    9 ;    6589 ; saida
 1897745 ;   10 ;    6605 ; estacionamento
 1898162 ;    9 ;    6605 ; saida
 1898180 ;   10 ;    6690 ; estacionamento
 1898326 ;    9 ;    6498 ; saida
 1898371 ;    8 ;    6540 ; saida
 1898410 ;    9 ;    6515 ; estacionamento
 1898484 ;    8 ;    6690 ; saida
 1898518 ;    9 ;    6684 ; estacionamento
 1898603 ;    8 ;    6684 ; saida
 1898622 ;    9 ;    6521 ; estacionamento
 1898654 ;   10 ;    6730 ; estacionamento
 1898890 ;    9 ;    6730 ; saida
 1898922 ;   10 ;    6732 ; estacionamento
 1899025 ;    9 ;    6521 ; saida
 1899054 ;   10 ;    6527 ; estacionamento
 1899177 ;    9 ;    6527 ; saida
 1899222 ;   10 ;    6630 ; estacionamento
 1899370 ;    9 ;    6630 ; saida
 1899384 ;   10 ;    6632 ; estacionamento
 1899445 ;    9 ;    6632 ; saida
 1899458 ;   10 ;    6496 ; estacionamento
 1899598 ;    9 ;    6496 ; saida
 1899611 ;    8 ;    6433 ; saida
 1899629 ;    9 ;    6462 ; estacionamento
 1899702 ;   10 ;    6506 ; estacionamento
 1899816 ;    9 ;    6506 ; saida
 1899837 ;    8 ;    6462 ; saida
 1899851 ;    9 ;    6574 ; estacionamento
 1900113 ;    8 ;    6574 ; saida
 1900126 ;    9 ;    6511 ; estacionamento
 1900356 ;    8 ;    6511 ; saida
 1900382 ;    9 ;    6740 ; estacionamento
 1900422 ;   10 ;    6592 ; estacionamento
 1900682 ;    9 ;    6740 ; saida
 1900714 ;    8 ;    6732 ; saida
 1900745 ;    7 ;    6592 ; saida
 1900759 ;    8 ;    6586 ; estacionamento
 1901800 ;    7 ;    6586 ; saida
 1901860 ;    6 ;    6710 ; saida
 1901875 ;    5 ;    6519 ; saida
 1901902 ;    6 ;    6555 ; estacionamento
 1902570 ;    5 ;    6555 ; saida
 1902707 ;    6 ;    6641 ; estacionamento
 1902791 ;    5 ;    6641 ; saida
 1902819 ;    6 ;    6640 ; estacionamento
 1902922 ;    5 ;    6640 ; saida
 1902962 ;    6 ;    6526 ; estacionamento
 1903383 ;    5 ;    6526 ; saida
 1903418 ;    6 ;    6645 ; estacionamento
 1903646 ;    5 ;    6645 ; saida
 1903678 ;    6 ;    6567 ; estacionamento
 1903793 ;    5 ;    6567 ; saida
 1903834 ;    6 ;    6456 ; estacionamento
 1904103 ;    5 ;    6456 ; saida
 1904211 ;    4 ;    6505 ; saida
 1904285 ;    5 ;    6435 ; estacionamento
 1904641 ;    4 ;    6435 ; saida
 1904771 ;    5 ;    6703 ; estacionamento
 1904938 ;    4 ;    6703 ; saida
 1905187 ;    3 ;    6691 ; saida
 1905236 ;    4 ;    6687 ; estacionamento
 1905536 ;    3 ;    6687 ; saida
 1905692 ;    4 ;    6610 ; estacionamento
 1905773 ;    5 ;    6688 ; estacionamento
 1905952 ;    4 ;    6610 ; saida
 1906092 ;    3 ;    6688 ; saida
 1906108 ;    4 ;    6566 ; estacionamento
 1906486 ;    3 ;    6566 ; saida
 1906503 ;    4 ;    6569 ; estacionamento
 1906568 ;    3 ;    6569 ; saida
 1906602 ;    4 ;    6639 ; estacionamento
 1906619 ;    5 ;    6608 ; estacionamento
 1906646 ;    4 ;    6478 ; saida
 1906695 ;    3 ;    6515 ; saida
 1906727 ;    4 ;    6571 ; estacionamento
 1906764 ;    3 ;    6608 ; saida
 1906879 ;    2 ;    6571 ; saida
 1906900 ;    1 ;    6582 ; saida
 1907111 ;    0 ;    6639 ; saida
 1907155 ;    1 ;    6620 ; estacionamento
 1907206 ;    2 ;    6724 ; estacionamento
 1907420 ;    1 ;    6620 ; saida
 1907453 ;    2 ;    6623 ; estacionamento
 1908036 ;    1 ;    6623 ; saida
 1908156 ;    2 ;    6728 ; estacionamento
 1908339 ;    1 ;    6728 ; saida
 1908371 ;    2 ;    6733 ; estacionamento
 1908629 ;    1 ;    6733 ; saida
 1908660 ;    2 ;    6738 ; estacionamento
 1909013 ;    1 ;    6738 ; saida
 1909040 ;    2 ;    6590 ; estacionamento
 1909115 ;    1 ;    6590 ; saida
 1909139 ;    2 ;    6591 ; estacionamento
 1909370 ;    1 ;    6591 ; saida
 1909433 ;    2 ;    6648 ; estacionamento
 1909533 ;    3 ;    6539 ; estacionamento
 1909626 ;    2 ;    6648 ; saida
 1909729 ;    1 ;    6539 ; saida
 1909742 ;    2 ;    6562 ; estacionamento
 1909759 ;    1 ;    6724 ; saida
 1909774 ;    2 ;    6727 ; estacionamento
 1909829 ;    1 ;    6727 ; saida
 1909854 ;    2 ;    6628 ; estacionamento
 1910167 ;    1 ;    6562 ; saida
 1910203 ;    0 ;    6628 ; saida
 1910844 ;    1 ;    6546 ; estacionamento
 1911267 ;    2 ;    6583 ; estacionamento
 1911305 ;    3 ;    6551 ; estacionamento
 1911472 ;    2 ;    6551 ; saida
 1911529 ;    1 ;    6583 ; saida
 1911605 ;    2 ;    6585 ; estacionamento
 1911864 ;    1 ;    6585 ; saida
 1911924 ;    2 ;    6588 ; estacionamento
 1912023 ;    3 ;    6658 ; estacionamento
 1912165 ;    2 ;    6588 ; saida
 1912167 ;    3 ;    6603 ; estacionamento
 1912452 ;    2 ;    6658 ; saida
 1912424 ;    3 ;    6606 ; estacionamento
 1912460 ;    4 ;    6552 ; estacionamento
 1912664 ;    3 ;    6606 ; saida
 1912690 ;    4 ;    6609 ; estacionamento
 1912731 ;    3 ;    6552 ; saida
 1912758 ;    4 ;    6510 ; estacionamento
 1912947 ;    3 ;    6510 ; saida
 1912972 ;    4 ;    6558 ; estacionamento
 1913081 ;    3 ;    6609 ; saida
 1913109 ;    4 ;    6616 ; estacionamento
 1913264 ;    3 ;    6616 ; saida
 1913288 ;    4 ;    6619 ; estacionamento
 1913365 ;    3 ;    6558 ; saida
 1913393 ;    4 ;    6576 ; estacionamento
 1913439 ;    3 ;    6619 ; saida
 1913466 ;    4 ;    6622 ; estacionamento
 1913502 ;    3 ;    6576 ; saida
 1913528 ;    4 ;    6575 ; estacionamento
 1913576 ;    3 ;    6622 ; saida
 1913601 ;    4 ;    6625 ; estacionamento
 1913721 ;    3 ;    6575 ; saida
 1913741 ;    4 ;    6548 ; estacionamento
 1913853 ;    3 ;    6548 ; saida
 1913874 ;    2 ;    6603 ; saida
 1913899 ;    3 ;    6541 ; estacionamento
 1913951 ;    2 ;    6625 ; saida
 1913977 ;    3 ;    6633 ; estacionamento
 1914166 ;    2 ;    6633 ; saida
 1914189 ;    3 ;    6634 ; estacionamento
 1914286 ;    2 ;    6541 ; saida
 1914313 ;    3 ;    6536 ; estacionamento
 1914507 ;    2 ;    6536 ; saida
 1914532 ;    1 ;    6634 ; saida
 1914570 ;    0 ;    6546 ; saida
 1914584 ;    1 ;    6705 ; estacionamento
 1914640 ;    0 ;    6705 ; saida
 1914654 ;    1 ;    6708 ; estacionamento
 1914790 ;    0 ;    6708 ; saida
 1914806 ;    1 ;    6651 ; estacionamento
 1915179 ;    0 ;    6651 ; saida
 1915199 ;    1 ;    6653 ; estacionamento
 1915241 ;    2 ;    6697 ; estacionamento
 1915378 ;    1 ;    6697 ; saida
 1915394 ;    2 ;    6700 ; estacionamento
 1915729 ;    1 ;    6700 ; saida
 1915748 ;    2 ;    6655 ; estacionamento
 1916085 ;    1 ;    6655 ; saida
 1916102 ;    2 ;    6587 ; estacionamento
 1916157 ;    1 ;    6587 ; saida
 1916172 ;    2 ;    6594 ; estacionamento
 1916307 ;    1 ;    6594 ; saida
 1916321 ;    2 ;    6599 ; estacionamento
 1916379 ;    1 ;    6599 ; saida
 1916394 ;    2 ;    6601 ; estacionamento
 1916450 ;    1 ;    6601 ; saida
 1916465 ;    2 ;    6604 ; estacionamento
 1916761 ;    1 ;    6604 ; saida
 1916778 ;    2 ;    6644 ; estacionamento
 1916875 ;    1 ;    6644 ; saida
 1916890 ;    2 ;    6647 ; estacionamento
 1917026 ;    1 ;    6647 ; saida
 1917040 ;    2 ;    6650 ; estacionamento
 1917176 ;    1 ;    6650 ; saida
 1917191 ;    2 ;    6669 ; estacionamento
 1917408 ;    1 ;    6669 ; saida
 1917422 ;    0 ;    6653 ; saida
 1917438 ;    1 ;    6533 ; estacionamento
 1917775 ;    0 ;    6533 ; saida
 1917791 ;    1 ;    6561 ; estacionamento
 1917887 ;    0 ;    6561 ; saida
 1918457 ;    1 ;    6741 ; estacionamento
 1918874 ;    0 ;    6741 ; saida
 1918978 ;    1 ;    6771 ; estacionamento
 1919320 ;    0 ;    6771 ; saida
 1919349 ;    1 ;    6788 ; estacionamento
 1919450 ;    0 ;    6788 ; saida
 1919468 ;    1 ;    6801 ; estacionamento
 1919691 ;    0 ;    6801 ; saida
 1919711 ;    1 ;    6820 ; estacionamento
 1919808 ;    0 ;    6820 ; saida
 1919826 ;    1 ;    6826 ; estacionamento
 1919924 ;    0 ;    6826 ; saida
 1919941 ;    1 ;    6842 ; estacionamento
 1920280 ;    0 ;    6842 ; saida
 1920330 ;    1 ;    6844 ; estacionamento
 1920769 ;    0 ;    6844 ; saida
 1920734 ;    1 ;    6786 ; estacionamento
 1920893 ;    0 ;    6786 ; saida
 1920876 ;    1 ;    6752 ; estacionamento
 1921304 ;    0 ;    6752 ; saida
 1921379 ;    1 ;    6836 ; estacionamento
 1921505 ;    2 ;    6559 ; estacionamento
 1921696 ;    1 ;    6559 ; saida
 1921752 ;    2 ;    6680 ; estacionamento
 1921803 ;    3 ;    6758 ; estacionamento
 1921898 ;    4 ;    6636 ; estacionamento
 1921942 ;    3 ;    6758 ; saida
 1921961 ;    4 ;    6595 ; estacionamento
 1922002 ;    5 ;    6757 ; estacionamento
 1922052 ;    4 ;    6636 ; saida
 1922088 ;    5 ;    6748 ; estacionamento
 1922181 ;    4 ;    6757 ; saida
 1922214 ;    3 ;    6595 ; saida
 1922232 ;    4 ;    6756 ; estacionamento
 1922283 ;    5 ;    6597 ; estacionamento
 1922316 ;    4 ;    6748 ; saida
 1922337 ;    3 ;    6756 ; saida
 1922371 ;    4 ;    6766 ; estacionamento
 1922490 ;    3 ;    6597 ; saida
 1922522 ;    4 ;    6643 ; estacionamento
 1922635 ;    3 ;    6643 ; saida
 1922650 ;    2 ;    6766 ; saida
 1922673 ;    3 ;    6649 ; estacionamento
 1922699 ;    4 ;    6823 ; estacionamento
 1922950 ;    3 ;    6649 ; saida
 1922976 ;    4 ;    6572 ; estacionamento
 1923133 ;    3 ;    6823 ; saida
 1923167 ;    4 ;    6832 ; estacionamento
 1923281 ;    3 ;    6832 ; saida
 1923324 ;    4 ;    6861 ; estacionamento
 1923401 ;    5 ;    6596 ; estacionamento
 1923432 ;    4 ;    6861 ; saida
 1923469 ;    5 ;    6753 ; estacionamento
 1923664 ;    4 ;    6753 ; saida
 1923698 ;    5 ;    6825 ; estacionamento
 1923766 ;    4 ;    6596 ; saida
 1923798 ;    5 ;    6646 ; estacionamento
 1923857 ;    4 ;    6825 ; saida
 1923885 ;    5 ;    6751 ; estacionamento
 1924159 ;    4 ;    6646 ; saida
 1924192 ;    5 ;    6805 ; estacionamento
 1924321 ;    4 ;    6751 ; saida
 1924357 ;    5 ;    6726 ; estacionamento
 1924516 ;    4 ;    6726 ; saida
 1924552 ;    5 ;    6717 ; estacionamento
 1924638 ;    4 ;    6717 ; saida
 1924677 ;    5 ;    6661 ; estacionamento
 1924762 ;    6 ;    6563 ; estacionamento
 1924864 ;    5 ;    6563 ; saida
 1924896 ;    6 ;    6593 ; estacionamento
 1925279 ;    5 ;    6593 ; saida
 1925298 ;    4 ;    6805 ; saida
 1925331 ;    3 ;    6680 ; saida
 1925351 ;    2 ;    6572 ; saida
 1925369 ;    1 ;    6836 ; saida
 1925393 ;    2 ;    6681 ; estacionamento
 1925820 ;    1 ;    6681 ; saida
 1925861 ;    2 ;    6698 ; estacionamento
 1925980 ;    1 ;    6698 ; saida
 1926083 ;    2 ;    6699 ; estacionamento
 1926269 ;    1 ;    6699 ; saida
 1926285 ;    2 ;    6652 ; estacionamento
 1926647 ;    1 ;    6661 ; saida
 1926698 ;    2 ;    6742 ; estacionamento
 1926725 ;    3 ;    6638 ; estacionamento
 1926858 ;    2 ;    6742 ; saida
 1926882 ;    1 ;    6652 ; saida
 1927118 ;    0 ;    6638 ; saida
 1927136 ;    1 ;    6685 ; estacionamento
 1927274 ;    0 ;    6685 ; saida
 1927293 ;    1 ;    6696 ; estacionamento
 1927428 ;    0 ;    6696 ; saida
 1927445 ;    1 ;    6701 ; estacionamento
 1927783 ;    0 ;    6701 ; saida
 1928573 ;    1 ;    6716 ; estacionamento
 1937167 ;    0 ;    6716 ; saida
 1937262 ;    1 ;    6749 ; estacionamento
 1937558 ;    0 ;    6749 ; saida
 1937613 ;    1 ;    6659 ; estacionamento
 1937947 ;    0 ;    6659 ; saida
 1937988 ;    1 ;    6672 ; estacionamento
 1938116 ;    0 ;    6672 ; saida
 1938215 ;    1 ;    6922 ; estacionamento
 1938435 ;    2 ;    6677 ; estacionamento
 1938652 ;    1 ;    6677 ; saida
 1938670 ;    0 ;    6922 ; saida
 1938688 ;    1 ;    6675 ; estacionamento
 1939103 ;    0 ;    6675 ; saida
 1939320 ;    1 ;    6887 ; estacionamento
 1939421 ;    2 ;    6667 ; estacionamento
 1939702 ;    1 ;    6667 ; saida
 1939723 ;    0 ;    6887 ; saida
 1939747 ;    1 ;    6882 ; estacionamento
 1940011 ;    0 ;    6882 ; saida
 1940036 ;    1 ;    6873 ; estacionamento
 1940295 ;    0 ;    6873 ; saida
 1940312 ;    1 ;    6809 ; estacionamento
 1940450 ;    0 ;    6809 ; saida
 1940466 ;    1 ;    6814 ; estacionamento
 1940522 ;    0 ;    6814 ; saida
 1940538 ;    1 ;    6848 ; estacionamento
 1940595 ;    0 ;    6848 ; saida
 1940610 ;    1 ;    6863 ; estacionamento
 1940666 ;    0 ;    6863 ; saida
 1940681 ;    1 ;    6876 ; estacionamento
 1941100 ;    0 ;    6876 ; saida
 1941116 ;    1 ;    6885 ; estacionamento
 1941212 ;    0 ;    6885 ; saida
 1941228 ;    1 ;    6781 ; estacionamento
 1941485 ;    0 ;    6781 ; saida
 1941501 ;    1 ;    6777 ; estacionamento
 1941802 ;    0 ;    6777 ; saida
 1941834 ;    1 ;    6921 ; estacionamento
 1942022 ;    0 ;    6921 ; saida
 1942327 ;    1 ;    6896 ; estacionamento
 1942495 ;    2 ;    6694 ; estacionamento
 1942665 ;    1 ;    6694 ; saida
 1942717 ;    0 ;    6896 ; saida
 1942739 ;    1 ;    6695 ; estacionamento
 1942794 ;    2 ;    6895 ; estacionamento
 1942901 ;    1 ;    6695 ; saida
 1943001 ;    2 ;    6686 ; estacionamento
 1943114 ;    1 ;    6895 ; saida
 1943275 ;    0 ;    6686 ; saida
 1943301 ;    1 ;    6689 ; estacionamento
 1943641 ;    0 ;    6689 ; saida
 1943667 ;    1 ;    6679 ; estacionamento
 1944047 ;    0 ;    6679 ; saida
 1944080 ;    1 ;    6683 ; estacionamento
 1944222 ;    0 ;    6683 ; saida
 1944250 ;    1 ;    6723 ; estacionamento
 1944672 ;    0 ;    6723 ; saida
 1945431 ;    1 ;    6734 ; estacionamento
 1945663 ;    0 ;    6734 ; saida
 1945729 ;    1 ;    6735 ; estacionamento
 1945994 ;    2 ;    6927 ; estacionamento
 1946138 ;    1 ;    6735 ; saida
 1946185 ;    2 ;    6737 ; estacionamento
 1946271 ;    1 ;    6927 ; saida
 1946592 ;    2 ;    6791 ; estacionamento
 1946652 ;    1 ;    6737 ; saida
 1946951 ;    0 ;    6791 ; saida
 1946974 ;    1 ;    6670 ; estacionamento
