t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
 3453651 ;   15299 ;    E   ;        400 ; 159118 ; saida
 3453892 ;   15782 ;    S   ;        280 ;      ? ; entrada
 3453965 ;   15782 ;    S   ;        280 ;  46689 ; saida
 3454040 ;   15771 ;    N   ;        320 ;      ? ; entrada
 3454103 ;   15771 ;    N   ;        320 ;  45685 ; saida
 3454157 ;   15924 ;    O   ;        400 ;      ? ; entrada
 3454228 ;   15924 ;    O   ;        400 ;  10145 ; saida
 3454271 ;   15753 ;    S   ;        200 ;      ? ; entrada
 3454306 ;   15753 ;    S   ;        200 ;  45891 ; saida
 3454341 ;   15918 ;    O   ;        280 ;      ? ; entrada
 3454377 ;   15918 ;    O   ;        280 ;  10960 ; saida
 3454409 ;   15920 ;    O   ;        360 ;      ? ; entrada
 3454441 ;   15920 ;    O   ;        360 ;  10935 ; saida
 3454480 ;   15238 ;    E   ;        400 ;      ? ; entrada
 3454509 ;   15919 ;    O   ;        400 ;      ? ; entrada
 3454565 ;   15238 ;    E   ;        400 ; 158562 ; saida
 3454583 ;   15919 ;    O   ;        400 ;  11188 ; saida
 3454648 ;   15929 ;    O   ;        360 ;      ? ; entrada
 3454686 ;   15929 ;    O   ;        360 ;  10003 ; saida
 3454980 ;   15263 ;    E   ;         40 ;      ? ; entrada
 3455078 ;   15263 ;    E   ;         40 ; 158693 ; saida
 3455528 ;   15303 ;    E   ;        280 ;      ? ; entrada
 3455593 ;   15303 ;    E   ;        280 ; 158642 ; saida
 3455669 ;   15310 ;    E   ;        400 ;      ? ; entrada
 3455726 ;   15310 ;    E   ;        400 ; 158728 ; saida
 3455791 ;   15327 ;    E   ;         80 ;      ? ; entrada
 3455853 ;   15327 ;    E   ;         80 ; 156204 ; saida
 3455921 ;   15311 ;    E   ;        320 ;      ? ; entrada
 3455976 ;   15311 ;    E   ;        320 ; 158816 ; saida
 3456056 ;   15329 ;    E   ;        200 ;      ? ; entrada
 3456105 ;   15329 ;    E   ;        200 ; 156255 ; saida
 3456192 ;   15338 ;    E   ;        160 ;      ? ; entrada
 3456247 ;   15338 ;    E   ;        160 ; 154901 ; saida
 3456312 ;   15350 ;    E   ;        360 ;      ? ; entrada
 3456360 ;   15350 ;    E   ;        360 ; 145537 ; saida
 3456419 ;   15267 ;    E   ;        360 ;      ? ; entrada
 3456463 ;   15267 ;    E   ;        360 ; 166057 ; saida
 3456525 ;   15290 ;    E   ;        320 ;      ? ; entrada
 3456563 ;   15935 ;    O   ;        360 ;      ? ; entrada
 3456607 ;   15290 ;    E   ;        320 ; 163680 ; saida
 3456638 ;   15935 ;    O   ;        360 ;  11172 ; saida
 3456738 ;   15270 ;    E   ;         40 ;      ? ; entrada
 3456775 ;   15270 ;    E   ;         40 ; 165790 ; saida
 3456828 ;   15309 ;    E   ;        400 ;      ? ; entrada
 3456898 ;   15309 ;    E   ;        400 ; 160336 ; saida
 3456920 ;   15765 ;    S   ;        160 ;      ? ; entrada
 3456978 ;   15765 ;    S   ;        160 ;  48306 ; saida
 3457051 ;   15314 ;    E   ;        160 ;      ? ; entrada
 3457095 ;   15314 ;    E   ;        160 ; 154349 ; saida
 3457151 ;   15498 ;    E   ;         80 ;      ? ; entrada
 3457153 ;   15274 ;    E   ;        280 ;      ? ; entrada
 3457219 ;   15498 ;    E   ;         80 ; 123780 ; saida
 3457213 ;   15274 ;    E   ;        280 ; 165117 ; saida
 3457284 ;   15293 ;    E   ;        320 ;      ? ; entrada
 3457313 ;   15480 ;    E   ;         80 ;      ? ; entrada
 3457353 ;   15293 ;    E   ;        320 ; 164130 ; saida
 3457371 ;   15480 ;    E   ;         80 ; 126304 ; saida
 3457422 ;   15366 ;    E   ;        240 ;      ? ; entrada
 3457449 ;   15464 ;    E   ;        120 ;      ? ; entrada
 3457489 ;   15366 ;    E   ;        240 ; 144178 ; saida
 3457510 ;   15464 ;    E   ;        120 ; 127751 ; saida
 3457562 ;   15368 ;    E   ;        200 ;      ? ; entrada
 3457588 ;   15380 ;    E   ;         80 ;      ? ; entrada
 3457628 ;   15368 ;    E   ;        200 ; 144174 ; saida
 3457645 ;   15380 ;    E   ;         80 ; 141809 ; saida
 3457695 ;   15369 ;    E   ;        320 ;      ? ; entrada
 3457731 ;   15369 ;    E   ;        320 ; 144318 ; saida
 3457907 ;   15772 ;    N   ;        320 ;      ? ; entrada
 3457986 ;   15772 ;    N   ;        320 ;  49406 ; saida
 3458096 ;   15495 ;    E   ;        400 ;      ? ; entrada
 3458200 ;   15495 ;    E   ;        400 ; 125399 ; saida
 3458284 ;   15420 ;    E   ;        160 ;      ? ; entrada
 3458292 ;   15306 ;    E   ;        360 ;      ? ; entrada
 3458348 ;   15766 ;    N   ;         80 ;      ? ; entrada
 3458410 ;   15306 ;    E   ;        360 ; 140086 ; saida
 3458546 ;   15376 ;    E   ;         80 ;      ? ; entrada
 3458617 ;   15376 ;    E   ;         80 ; 139992 ; saida
 3458658 ;   15406 ;    E   ;        280 ;      ? ; entrada
 3458699 ;   15406 ;    E   ;        280 ; 132995 ; saida
 3458738 ;   15403 ;    E   ;        320 ;      ? ; entrada
 3458429 ;   15766 ;    N   ;         80 ;  49553 ; saida
 3458047 ;   15418 ;    E   ;        400 ;      ? ; entrada
 3458871 ;   15418 ;    E   ;        400 ; 136882 ; saida
 3458961 ;   15403 ;    E   ;        320 ; 132767 ; saida
 3459102 ;   15438 ;    E   ;        360 ;      ? ; entrada
 3459377 ;   15420 ;    E   ;        160 ; 135105 ; saida
 3459536 ;   15789 ;    N   ;        400 ;      ? ; entrada
 3459795 ;   15789 ;    N   ;        400 ;  49959 ; saida
 3460213 ;   15450 ;    E   ;        320 ;      ? ; entrada
 3460286 ;   15450 ;    E   ;        320 ; 132199 ; saida
 3460436 ;   15437 ;    E   ;         40 ;      ? ; entrada
 3460495 ;   15437 ;    E   ;         40 ; 135031 ; saida
 3460582 ;   15431 ;    E   ;        240 ;      ? ; entrada
 3460627 ;   15431 ;    E   ;        240 ; 136743 ; saida
 3460851 ;   15422 ;    E   ;        240 ;      ? ; entrada
 3460911 ;   15422 ;    E   ;        240 ; 138126 ; saida
 3461052 ;   15415 ;    E   ;        400 ;      ? ; entrada
 3461123 ;   15415 ;    E   ;        400 ; 139479 ; saida
 3461129 ;   15815 ;    N   ;        400 ;      ? ; entrada
 3461219 ;   15815 ;    N   ;        400 ;  46352 ; saida
 3461293 ;   15414 ;    E   ;        160 ;      ? ; entrada
 3461372 ;   15414 ;    E   ;        160 ; 139592 ; saida
 3461458 ;   15393 ;    E   ;        280 ;      ? ; entrada
 3461513 ;   15393 ;    E   ;        280 ; 144024 ; saida
 3461614 ;   15373 ;    E   ;        400 ;      ? ; entrada
 3461664 ;   15373 ;    E   ;        400 ; 148434 ; saida
 3461767 ;   15359 ;    E   ;         40 ;      ? ; entrada
 3461819 ;   15359 ;    E   ;         40 ; 148343 ; saida
 3461857 ;   15797 ;    N   ;         40 ;      ? ; entrada
 3461945 ;   15797 ;    N   ;         40 ;  46570 ; saida
 3462123 ;   15453 ;    E   ;        240 ;      ? ; entrada
 3462175 ;   15453 ;    E   ;        240 ; 133638 ; saida
 3462285 ;   15812 ;    N   ;        320 ;      ? ; entrada
 3462320 ;   15436 ;    E   ;         40 ;      ? ; entrada
 3462345 ;   15812 ;    N   ;        320 ;  47182 ; saida
 3462399 ;   15436 ;    E   ;         40 ; 137082 ; saida
 3462525 ;   15774 ;    N   ;        120 ;      ? ; entrada
 3462527 ;   15423 ;    E   ;        120 ;      ? ; entrada
 3462599 ;   15423 ;    E   ;        120 ; 139590 ; saida
 3462606 ;   15774 ;    N   ;        120 ;  53700 ; saida
 3462766 ;   15438 ;    E   ;        360 ; 134002 ; saida
 3462781 ;   15796 ;    N   ;        280 ;      ? ; entrada
 3462861 ;   15796 ;    N   ;        280 ;  47458 ; saida
 3463692 ;   15451 ;    E   ;        400 ;      ? ; entrada
 3463720 ;   15451 ;    E   ;        400 ; 135608 ; saida
 3463928 ;   15358 ;    E   ;        400 ;      ? ; entrada
 3464001 ;   15358 ;    E   ;        400 ; 150934 ; saida
 3464091 ;   15296 ;    E   ;        160 ;      ? ; entrada
 3464159 ;   15296 ;    E   ;        160 ; 170399 ; saida
 3464277 ;   15275 ;    E   ;         40 ;      ? ; entrada
 3464344 ;   15275 ;    E   ;         40 ; 171906 ; saida
 3464439 ;   15276 ;    E   ;        120 ;      ? ; entrada
 3464505 ;   15276 ;    E   ;        120 ; 172341 ; saida
 3464571 ;   15265 ;    E   ;         80 ;      ? ; entrada
 3464624 ;   15265 ;    E   ;         80 ; 168185 ; saida
 3464689 ;   15427 ;    E   ;        240 ;      ? ; entrada
 3464744 ;   15427 ;    E   ;        240 ; 141217 ; saida
 3464810 ;   15308 ;    E   ;        400 ;      ? ; entrada
 3464866 ;   15308 ;    E   ;        400 ; 168529 ; saida
 3475668 ;   15499 ;    E   ;        360 ;      ? ; entrada
 3475741 ;   15499 ;    E   ;        360 ; 142497 ; saida
 3478636 ;   15916 ;    O   ;        280 ;      ? ; entrada
 3478736 ;   15752 ;    S   ;        240 ;      ? ; entrada
 3478805 ;   15916 ;    O   ;        280 ;  29128 ; saida
 3478854 ;   15817 ;    N   ;        120 ;      ? ; entrada
 3478957 ;   15913 ;    O   ;        280 ;      ? ; entrada
 3478956 ;   15817 ;    N   ;        120 ;  63257 ; saida
 3479236 ;   15996 ;    O   ;        200 ;      ? ; entrada
 3479244 ;   15913 ;    O   ;        280 ;  28928 ; saida
 3479590 ;   15995 ;    O   ;        240 ;      ? ; entrada
 3479749 ;   15995 ;    O   ;        240 ;  16661 ; saida
 3481022 ;   15984 ;    O   ;        280 ;      ? ; entrada
 3481204 ;   15984 ;    O   ;        280 ;  17036 ; saida
 3481264 ;   15996 ;    O   ;        200 ;  18226 ; saida
 3481577 ;   15948 ;    O   ;         80 ;      ? ; entrada
 3481696 ;   15948 ;    O   ;         80 ;  34342 ; saida
 3481915 ;   15787 ;    S   ;        120 ;      ? ; entrada
 3482035 ;   15787 ;    S   ;        120 ;  72519 ; saida
 3482246 ;   15779 ;    S   ;        160 ;      ? ; entrada
 3482365 ;   15779 ;    S   ;        160 ;  72966 ; saida
 3482552 ;   15942 ;    O   ;        120 ;      ? ; entrada
 3482668 ;   15942 ;    O   ;        120 ;  36116 ; saida
 3482783 ;   15951 ;    O   ;         80 ;      ? ; entrada
 3482855 ;   15951 ;    O   ;         80 ;  35146 ; saida
 3482928 ;   15768 ;    S   ;         80 ;      ? ; entrada
 3482999 ;   15947 ;    O   ;        160 ;      ? ; entrada
 3483042 ;   15768 ;    S   ;         80 ;  73929 ; saida
 3483135 ;   15947 ;    O   ;        160 ;  35720 ; saida
 3483357 ;   15793 ;    S   ;        360 ;      ? ; entrada
 3483471 ;   15793 ;    S   ;        360 ;  73486 ; saida
 3483557 ;   15790 ;    S   ;        200 ;      ? ; entrada
 3483704 ;   15790 ;    S   ;        200 ;  73387 ; saida
 3483906 ;   15791 ;    S   ;        360 ;      ? ; entrada
 3484079 ;   15952 ;    O   ;        320 ;      ? ; entrada
 3484258 ;   15952 ;    O   ;        320 ;  36701 ; saida
 3484385 ;   15953 ;    O   ;        120 ;      ? ; entrada
 3484540 ;   15953 ;    O   ;        120 ;  36641 ; saida
 3484628 ;   15792 ;    S   ;        120 ;      ? ; entrada
 3484800 ;   15981 ;    O   ;        200 ;      ? ; entrada
 3484828 ;   15792 ;    S   ;        120 ;  74223 ; saida
 3484942 ;   15981 ;    O   ;        200 ;  20365 ; saida
 3485046 ;   15442 ;    E   ;        200 ;      ? ; entrada
 3485116 ;   15976 ;    O   ;        240 ;      ? ; entrada
 3485251 ;   15442 ;    E   ;        200 ; 147697 ; saida
 3485310 ;   15976 ;    O   ;        240 ;  20489 ; saida
 3485390 ;   15767 ;    S   ;         40 ;      ? ; entrada
 3485344 ;   15509 ;    E   ;        120 ;      ? ; entrada
 3485386 ;   15519 ;    E   ;        240 ;      ? ; entrada
 3485517 ;   15509 ;    E   ;        120 ; 149540 ; saida
 3485540 ;   15767 ;    S   ;         40 ;  76519 ; saida
 3485636 ;   15443 ;    E   ;        400 ;      ? ; entrada
 3485722 ;   15752 ;    S   ;        240 ;  76836 ; saida
 3484686 ;   15959 ;    O   ;         40 ;      ? ; entrada
 3485888 ;   15791 ;    S   ;        360 ;  75615 ; saida
 3486018 ;   15959 ;    O   ;         40 ;  37277 ; saida
 3486229 ;   15508 ;    E   ;        320 ;      ? ; entrada
 3486338 ;   15508 ;    E   ;        320 ; 150377 ; saida
 3486447 ;   15967 ;    O   ;        280 ;      ? ; entrada
 3486562 ;   15967 ;    O   ;        280 ;  37198 ; saida
 3486765 ;   15956 ;    O   ;         40 ;      ? ; entrada
 3486884 ;   15956 ;    O   ;         40 ;  38504 ; saida
 3487107 ;   15957 ;    O   ;        280 ;      ? ; entrada
 3487219 ;   15957 ;    O   ;        280 ;  38976 ; saida
 3487774 ;   16023 ;    O   ;        200 ;      ? ; entrada
 3487839 ;   16015 ;    O   ;        320 ;      ? ; entrada
 3487982 ;   15443 ;    E   ;        400 ; 154023 ; saida
 3488155 ;   15519 ;    E   ;        240 ; 139654 ; saida
 3488332 ;   15799 ;    N   ;        280 ;      ? ; entrada
 3488371 ;   15504 ;    E   ;        120 ;      ? ; entrada
 3488437 ;   15504 ;    E   ;        120 ; 154283 ; saida
 3488535 ;   15799 ;    N   ;        280 ;  70733 ; saida
 3488640 ;   15743 ;    S   ;        360 ;      ? ; entrada
 3488657 ;   16015 ;    O   ;        320 ;  21507 ; saida
 3488760 ;   15743 ;    S   ;        360 ;  78387 ; saida
 3488853 ;   15531 ;    E   ;         40 ;      ? ; entrada
 3488913 ;   15531 ;    E   ;         40 ; 128040 ; saida
 3488994 ;   16023 ;    O   ;        200 ;  22530 ; saida
 3489122 ;   15813 ;    S   ;        240 ;      ? ; entrada
 3489227 ;   15805 ;    S   ;        320 ;      ? ; entrada
 3489267 ;   15836 ;    S   ;        200 ;      ? ; entrada
 3489302 ;   15814 ;    S   ;        200 ;      ? ; entrada
 3489384 ;   15814 ;    S   ;        200 ;  74383 ; saida
 3489413 ;   15805 ;    S   ;        320 ;  71904 ; saida
 3489552 ;   15818 ;    N   ;        240 ;      ? ; entrada
 3489594 ;   15835 ;    S   ;        160 ;      ? ; entrada
 3489618 ;   15818 ;    N   ;        240 ;  73923 ; saida
 3489728 ;   16034 ;    O   ;        280 ;      ? ; entrada
 3489772 ;   15835 ;    S   ;        160 ;  70964 ; saida
 3489828 ;   15532 ;    E   ;         80 ;      ? ; entrada
 3489885 ;   16034 ;    O   ;        280 ;  22316 ; saida
 3489987 ;   15532 ;    E   ;         80 ; 128982 ; saida
 3489979 ;   16031 ;    O   ;        320 ;      ? ; entrada
 3490068 ;   15804 ;    S   ;        160 ;      ? ; entrada
 3490162 ;   15804 ;    S   ;        160 ;  72637 ; saida
 3490137 ;   15550 ;    E   ;        240 ;      ? ; entrada
 3490189 ;   15563 ;    E   ;        240 ;      ? ; entrada
 3490252 ;   16026 ;    O   ;        400 ;      ? ; entrada
 3490260 ;   15563 ;    E   ;        240 ; 125384 ; saida
 3490344 ;   16026 ;    O   ;        400 ;  23744 ; saida
 3490391 ;   15802 ;    N   ;        280 ;      ? ; entrada
 3490476 ;   15802 ;    N   ;        280 ;  72029 ; saida
 3490513 ;   15807 ;    N   ;        200 ;      ? ; entrada
 3490597 ;   15807 ;    N   ;        200 ;  71508 ; saida
 3490642 ;   16029 ;    O   ;         40 ;      ? ; entrada
 3490714 ;   15843 ;    N   ;        280 ;      ? ; entrada
 3490723 ;   15838 ;    S   ;        240 ;      ? ; entrada
 3490802 ;   16029 ;    O   ;         40 ;  23524 ; saida
 3490839 ;   15843 ;    N   ;        280 ;  71132 ; saida
 3490873 ;   15838 ;    S   ;        240 ;  71753 ; saida
 3490953 ;   15822 ;    N   ;        120 ;      ? ; entrada
 3491001 ;   15846 ;    S   ;        400 ;      ? ; entrada
 3491094 ;   15836 ;    S   ;        200 ;  72245 ; saida
 3491107 ;   15550 ;    E   ;        240 ; 127553 ; saida
 3491111 ;   15822 ;    N   ;        120 ;  74816 ; saida
 3491224 ;   15795 ;    S   ;        160 ;      ? ; entrada
 3491269 ;   15795 ;    S   ;        160 ;  75684 ; saida
 3491319 ;   15819 ;    S   ;        240 ;      ? ; entrada
 3491363 ;   15819 ;    S   ;        240 ;  75610 ; saida
 3491405 ;   15820 ;    S   ;        280 ;      ? ; entrada
 3491448 ;   16038 ;    O   ;         40 ;      ? ; entrada
 3491477 ;   15820 ;    S   ;        280 ;  75655 ; saida
 3491537 ;   16038 ;    O   ;         40 ;  23508 ; saida
 3491554 ;   15828 ;    S   ;        200 ;      ? ; entrada
 3491616 ;   15828 ;    S   ;        200 ;  74105 ; saida
 3491675 ;   15832 ;    N   ;        200 ;      ? ; entrada
 3491722 ;   15846 ;    S   ;        400 ;  71767 ; saida
 3491774 ;   15832 ;    N   ;        200 ;  70605 ; saida
 3491888 ;   15856 ;    S   ;         80 ;      ? ; entrada
 3491972 ;   15856 ;    S   ;         80 ;  62575 ; saida
 3490112 ;   16031 ;    O   ;        320 ;  22909 ; saida
 3489235 ;   15813 ;    S   ;        240 ;  74334 ; saida
 3492017 ;   15798 ;    N   ;        200 ;      ? ; entrada
 3492096 ;   15857 ;    S   ;         40 ;      ? ; entrada
 3492087 ;   15798 ;    N   ;        200 ;  67782 ; saida
 3492170 ;   15857 ;    S   ;         40 ;  62584 ; saida
 3492256 ;   15570 ;    E   ;        280 ;      ? ; entrada
 3492294 ;   16050 ;    O   ;        240 ;      ? ; entrada
 3492337 ;   15570 ;    E   ;        280 ; 126533 ; saida
 3492551 ;   16050 ;    O   ;        240 ;  23610 ; saida
 3492572 ;   15535 ;    E   ;        240 ;      ? ; entrada
 3492643 ;   15535 ;    E   ;        240 ; 130942 ; saida
 3492703 ;   15824 ;    S   ;        240 ;      ? ; entrada
 3492801 ;   15824 ;    S   ;        240 ;  68551 ; saida
 3492972 ;   15876 ;    S   ;         40 ;      ? ; entrada
 3493019 ;   15876 ;    S   ;         40 ;  61293 ; saida
 3493082 ;   16053 ;    O   ;        240 ;      ? ; entrada
 3493117 ;   15825 ;    S   ;        160 ;      ? ; entrada
 3493163 ;   15825 ;    S   ;        160 ;  68496 ; saida
 3493224 ;   15881 ;    S   ;        320 ;      ? ; entrada
 3493273 ;   15801 ;    N   ;        160 ;      ? ; entrada
 3493295 ;   15881 ;    S   ;        320 ;  61053 ; saida
 3493357 ;   15801 ;    N   ;        160 ;  68981 ; saida
 3493433 ;   15853 ;    N   ;         40 ;      ? ; entrada
 3493509 ;   15853 ;    N   ;         40 ;  64601 ; saida
 3493584 ;   16052 ;    O   ;        240 ;      ? ; entrada
 3493626 ;   16052 ;    O   ;        240 ;  24530 ; saida
 3493706 ;   15902 ;    S   ;        120 ;      ? ; entrada
 3493697 ;   15823 ;    N   ;        280 ;      ? ; entrada
 3493756 ;   15823 ;    N   ;        280 ;  69641 ; saida
 3493794 ;   15877 ;    N   ;        320 ;      ? ; entrada
 3493846 ;   16047 ;    O   ;        280 ;      ? ; entrada
 3493891 ;   16047 ;    O   ;        280 ;  25266 ; saida
 3493947 ;   16037 ;    O   ;        280 ;      ? ; entrada
 3493990 ;   16037 ;    O   ;        280 ;  26292 ; saida
 3494046 ;   15841 ;    N   ;        120 ;      ? ; entrada
 3494090 ;   15841 ;    N   ;        120 ;  69615 ; saida
 3494176 ;   15877 ;    N   ;        320 ;  62593 ; saida
 3494243 ;   15557 ;    E   ;         80 ;      ? ; entrada
 3494290 ;   15557 ;    E   ;         80 ; 127196 ; saida
 3494362 ;   15905 ;    S   ;        120 ;      ? ; entrada
 3494392 ;   15882 ;    S   ;        360 ;      ? ; entrada
 3494423 ;   16022 ;    O   ;         80 ;      ? ; entrada
 3494481 ;   15905 ;    S   ;        120 ;  58724 ; saida
 3494517 ;   15882 ;    S   ;        360 ;  61973 ; saida
 3494550 ;   16022 ;    O   ;         80 ;  24824 ; saida
 3494721 ;   15902 ;    S   ;        120 ;  59175 ; saida
 3494730 ;   16053 ;    O   ;        240 ;  25511 ; saida
 3494836 ;   15870 ;    S   ;        400 ;      ? ; entrada
 3494868 ;   16012 ;    O   ;        360 ;      ? ; entrada
 3494928 ;   16012 ;    O   ;        360 ;  25447 ; saida
 3495002 ;   16058 ;    O   ;        200 ;      ? ; entrada
 3495077 ;   16058 ;    O   ;        200 ;  24873 ; saida
 3495179 ;   15862 ;    S   ;        160 ;      ? ; entrada
 3495182 ;   16061 ;    O   ;        360 ;      ? ; entrada
 3495290 ;   16061 ;    O   ;        360 ;  25117 ; saida
 3495288 ;   15862 ;    S   ;        160 ;  65372 ; saida
 3495391 ;   15576 ;    E   ;        120 ;      ? ; entrada
 3495450 ;   15870 ;    S   ;        400 ;  59312 ; saida
 3495470 ;   15576 ;    E   ;        120 ; 129206 ; saida
 3495532 ;   15899 ;    S   ;        360 ;      ? ; entrada
 3495562 ;   15899 ;    S   ;        360 ;  60521 ; saida
 3495607 ;   15874 ;    N   ;        360 ;      ? ; entrada
 3495614 ;   15859 ;    N   ;        160 ;      ? ; entrada
 3495659 ;   16122 ;    O   ;        360 ;      ? ; entrada
 3495691 ;   15859 ;    N   ;        160 ;  66071 ; saida
 3495721 ;   15888 ;    S   ;        360 ;      ? ; entrada
 3495746 ;   15888 ;    S   ;        360 ;  59743 ; saida
 3495771 ;   15868 ;    N   ;        400 ;      ? ; entrada
 3495795 ;   15868 ;    N   ;        400 ;  65459 ; saida
 3495875 ;   15874 ;    N   ;        360 ;  64717 ; saida
 3495987 ;   15564 ;    E   ;        280 ;      ? ; entrada
 3496036 ;   15564 ;    E   ;        280 ; 129053 ; saida
 3496132 ;   16072 ;    O   ;        160 ;      ? ; entrada
 3496187 ;   16084 ;    O   ;        360 ;      ? ; entrada
 3496253 ;   16084 ;    O   ;        360 ;  24043 ; saida
 3496287 ;   16072 ;    O   ;        160 ;  24925 ; saida
 3496374 ;   15829 ;    N   ;        360 ;      ? ; entrada
 3496007 ;   15869 ;    S   ;        280 ;      ? ; entrada
 3496430 ;   15829 ;    N   ;        360 ;  72084 ; saida
 3496470 ;   15869 ;    S   ;        280 ;  60036 ; saida
 3496551 ;   16066 ;    O   ;        200 ;      ? ; entrada
 3496578 ;   15878 ;    N   ;        160 ;      ? ; entrada
 3496605 ;   16090 ;    O   ;         80 ;      ? ; entrada
 3496677 ;   16134 ;    O   ;         80 ;      ? ; entrada
 3496693 ;   16090 ;    O   ;         80 ;  23606 ; saida
 3496747 ;   16134 ;    O   ;         80 ;  18811 ; saida
 3496841 ;   16127 ;    O   ;        360 ;      ? ; entrada
 3496851 ;   15879 ;    N   ;        360 ;      ? ; entrada
 3496968 ;   16127 ;    O   ;        360 ;  20170 ; saida
 3496980 ;   15879 ;    N   ;        360 ;  65184 ; saida
 3497077 ;   16100 ;    O   ;        160 ;      ? ; entrada
 3497142 ;   15909 ;    S   ;        320 ;      ? ; entrada
 3497233 ;   16100 ;    O   ;        160 ;  23426 ; saida
 3497280 ;   15909 ;    S   ;        320 ;  60683 ; saida
 3497303 ;   16104 ;    O   ;        240 ;      ? ; entrada
 3497318 ;   15892 ;    N   ;        160 ;      ? ; entrada
 3497373 ;   16104 ;    O   ;        240 ;  23274 ; saida
 3497391 ;   15878 ;    N   ;        160 ;  65545 ; saida
 3497454 ;   16105 ;    O   ;        400 ;      ? ; entrada
 3497489 ;   16066 ;    O   ;        200 ;  26712 ; saida
 3497517 ;   16105 ;    O   ;        400 ;  23484 ; saida
 3497567 ;   16005 ;    O   ;        160 ;      ? ; entrada
 3497614 ;   16005 ;    O   ;        160 ;  22244 ; saida
 3497652 ;   15892 ;    N   ;        160 ;  63207 ; saida
 3497685 ;   16126 ;    O   ;        120 ;      ? ; entrada
 3497733 ;   16126 ;    O   ;        120 ;  20897 ; saida
 3497767 ;   15922 ;    S   ;         40 ;      ? ; entrada
 3497807 ;   16083 ;    O   ;        280 ;      ? ; entrada
 3497844 ;   16083 ;    O   ;        280 ;  25631 ; saida
 3497885 ;   16065 ;    O   ;        280 ;      ? ; entrada
 3497922 ;   16065 ;    O   ;        280 ;  27305 ; saida
 3497966 ;   15579 ;    E   ;         40 ;      ? ; entrada
 3498008 ;   16122 ;    O   ;        360 ;  21817 ; saida
 3498085 ;   15579 ;    E   ;         40 ; 126670 ; saida
 3498095 ;   15852 ;    S   ;         40 ;      ? ; entrada
 3498163 ;   16148 ;    O   ;         40 ;      ? ; entrada
 3498180 ;   15852 ;    S   ;         40 ;  61591 ; saida
 3498234 ;   16148 ;    O   ;         40 ;  12198 ; saida
 3498274 ;   15605 ;    E   ;        280 ;      ? ; entrada
 3498348 ;   15605 ;    E   ;        280 ; 127410 ; saida
 3498408 ;   15884 ;    N   ;        240 ;      ? ; entrada
 3498446 ;   15884 ;    N   ;        240 ;  64147 ; saida
 3498486 ;   16135 ;    O   ;        400 ;      ? ; entrada
 3498521 ;   16135 ;    O   ;        400 ;  20813 ; saida
 3498557 ;   15923 ;    S   ;         80 ;      ? ; entrada
 3498591 ;   15923 ;    S   ;         80 ;  54268 ; saida
 3498653 ;   15925 ;    S   ;        400 ;      ? ; entrada
 3498630 ;   16137 ;    O   ;         80 ;      ? ; entrada
 3498696 ;   16137 ;    O   ;         80 ;  20402 ; saida
 3498747 ;   16141 ;    O   ;        360 ;      ? ; entrada
 3498797 ;   16141 ;    O   ;        360 ;  19805 ; saida
 3498848 ;   16142 ;    O   ;        120 ;      ? ; entrada
 3498898 ;   16142 ;    O   ;        120 ;  19523 ; saida
 3498954 ;   15922 ;    S   ;         40 ;  53552 ; saida
 3499028 ;   15925 ;    S   ;        400 ;  54689 ; saida
 3499077 ;   15609 ;    E   ;        120 ;      ? ; entrada
 3499135 ;   15609 ;    E   ;        120 ; 127372 ; saida
 3499197 ;   15582 ;    E   ;        320 ;      ? ; entrada
 3499281 ;   15910 ;    S   ;        400 ;      ? ; entrada
 3499315 ;   15582 ;    E   ;        320 ; 127933 ; saida
 3499381 ;   15910 ;    S   ;        400 ;  63194 ; saida
 3499462 ;   15641 ;    E   ;        280 ;      ? ; entrada
 3499528 ;   15641 ;    E   ;        280 ; 124150 ; saida
 3499592 ;   15642 ;    E   ;         40 ;      ? ; entrada
 3499650 ;   15642 ;    E   ;         40 ; 123775 ; saida
 3499706 ;   15644 ;    E   ;        400 ;      ? ; entrada
 3499764 ;   15644 ;    E   ;        400 ; 123817 ; saida
 3499821 ;   15893 ;    N   ;        120 ;      ? ; entrada
 3499925 ;   15893 ;    N   ;        120 ;  65336 ; saida
 3499439 ;   15628 ;    E   ;         40 ;      ? ; entrada
 3500030 ;   15628 ;    E   ;         40 ; 125527 ; saida
 3500478 ;   15901 ;    N   ;         40 ;      ? ; entrada
 3500601 ;   15901 ;    N   ;         40 ;  65068 ; saida
 3500688 ;   15896 ;    N   ;        240 ;      ? ; entrada
 3500748 ;   15896 ;    N   ;        240 ;  66005 ; saida
 3500804 ;   15897 ;    N   ;        320 ;      ? ; entrada
 3500887 ;   15897 ;    N   ;        320 ;  66055 ; saida
 3500954 ;   15664 ;    E   ;         80 ;      ? ; entrada
 3501035 ;   15664 ;    E   ;         80 ; 121216 ; saida
 3501106 ;   15663 ;    E   ;        280 ;      ? ; entrada
 3501182 ;   15663 ;    E   ;        280 ; 121703 ; saida
 3501243 ;   15954 ;    S   ;        320 ;      ? ; entrada
 3501310 ;   15954 ;    S   ;        320 ;  53545 ; saida
 3501371 ;   15652 ;    E   ;        120 ;      ? ; entrada
 3501434 ;   15652 ;    E   ;        120 ; 123297 ; saida
 3501492 ;   15651 ;    E   ;         40 ;      ? ; entrada
